transcript_ID,transcript_name,gene_ID,sample_1092_PAM41667,sample_1131_PAM44580,sample_1163_PAM44604,sample_1186_PAM43869,sample_1218_PAM43779,sample_1271_PAM44815,sample_1291_PAG71816,sample_1304_PAM44487,sample_5292_PAG75292,sample_5295_PAG77944,sample_5356_PAM42933,sample_579_PAG75663
ENST00000369689.6,RIPPLY2-202,ENSG00000203877.9,6.85,2.08,1.37,0.12,3.72,11.16,5.7,6.83,7.97,1.55,6.55,7.18
ENST00000369687.2,RIPPLY2-201,ENSG00000203877.9,72.59,18.22,37.1,1.45,45.74,97.98,48.69,29.97,87.43,21.14,35.07,88.04
ESPRESSO:chr6:25744:6,NA,ENSG00000203877.9,1.99,0,0,0,1.69,0.55,1.54,0,0.78,0.69,0.47,1.24
ENST00000369681.10,CYB5R4-202,ENSG00000065615.14,0.5,0.97,2.25,0.6,2.85,0,3.44,0.73,1.75,4.54,0,3.35
ENST00000257776.5,MRAP2-201,ENSG00000135324.6,1.01,0,0.06,0,0.53,0.63,0.63,0,1.29,0,0.83,1.07
ESPRESSO:chr6:25749:18,NA,ENSG00000135315.12,0,0,1.39,1.16,1.74,0.81,2.17,0,1.84,1.15,0.28,1.14
ENST00000257770.8,NT5E-201,ENSG00000135318.12,1.15,0,0.92,4.09,0.75,0.72,3.05,0,1.34,1.98,0,0.53
ENST00000369646.7,NT5E-202,ENSG00000135318.12,0.43,0.48,0.43,7.04,2.99,1.44,2.21,1.45,1.24,1.81,0,2.97
ENST00000678878.1,SYNCRIP-219,ENSG00000135316.19,1.15,0.02,4.94,0.8,2.16,0.7,2.05,0,1.97,5.47,0.01,2.51
ENST00000369605.9,SNHG5-201,ENSG00000203875.13,0.53,1.64,0.73,4.88,0.67,1.67,0.86,2.91,0.49,0,0,1.34
ENST00000658077.1,SNHG5-235,ENSG00000203875.13,17.58,14.29,36.16,75.01,27.12,23.99,22.74,30.58,20.97,28.21,6.26,27.01
ENST00000587692.6,SNHG5-211,ENSG00000203875.13,1.73,0,0.61,0.48,1.92,0.63,0,0.97,0,0.49,0,1.45
ENST00000654795.1,SNHG5-225,ENSG00000203875.13,25.36,36.96,67.72,332.11,42.27,26.43,109.72,99.96,59.13,36.78,3.34,86.69
ENST00000474645.6,SNX14-206,ENSG00000135317.14,23.38,20.51,8.37,11.52,11.72,8.49,10.96,9.06,13.15,18.89,21.47,15.49
ENST00000369627.6,SNX14-203,ENSG00000135317.14,0,1.86,2.46,0,2.08,0.41,2.45,0.74,2.78,1.19,0,0.89
ENST00000663448.1,SNHG5-256,ENSG00000203875.13,13.12,10.58,46.21,29,24.87,22.5,13.88,7.75,26.62,17.61,1.67,17.27
ENST00000682926.1,SNX14-248,ENSG00000135317.14,18.36,1.86,7.03,4.47,3.01,8.75,4.17,1.95,9.28,9.71,0,14.99
ENST00000667421.1,SNHG5-267,ENSG00000203875.13,9.22,10.64,66.71,48.24,26.36,16.73,34.12,6.78,19.34,22.71,10.01,14.99
ENST00000658836.1,SNHG5-239,ENSG00000203875.13,7.78,19.22,7.91,63.23,4.16,3.97,5.48,36.4,4.53,0.66,2.09,9.69
ENST00000435947.6,SNHG5-209,ENSG00000203875.13,0.26,0.59,0.94,0.54,0.67,0.19,0.37,0.97,0.59,0.16,0.55,0.17
ENST00000369622.8,SYNCRIP-202,ENSG00000135316.19,0.29,2.22,1.93,0,1.74,4.11,2.2,0,3,0.45,0.01,0.16
ENST00000314673.8,SNX14-201,ENSG00000135317.14,0,1.86,9.37,7.28,16.14,16.37,6.28,6.89,8.9,5.33,0,7.28
ENST00000414002.6,SNHG5-202,ENSG00000203875.13,0,1.46,0.31,3.6,0.12,0.45,2.14,0.97,0.74,0.16,0,0.81
ENST00000616122.5,SYNCRIP-204,ENSG00000135316.19,0.68,0.02,8.71,0,5.61,0,2.75,1.82,0.67,1.93,1.13,0
ENST00000514801.2,SNX14-218,ENSG00000135317.14,36,1.86,2.87,4.47,9,1.09,8.35,1.95,9.62,2.44,0,6.79
ENST00000662245.1,SNHG5-252,ENSG00000203875.13,10.95,28.53,7.78,20.73,7.71,11.36,6.53,14.04,9.97,7.75,10.01,8.77
ENST00000662914.1,SNHG5-253,ENSG00000203875.13,5.33,11.18,3.19,33.08,5.13,2.25,3.58,30.09,5.81,4.95,5.42,9.45
ENST00000683763.1,SNX14-272,ENSG00000135317.14,21.57,1.86,1.33,10.5,8.03,5.34,8.81,1.95,10.77,10.62,19.82,13.97
ENST00000655116.1,SNHG5-226,ENSG00000203875.13,25.08,5.8,84.67,80.54,38.63,24.94,59.82,30.96,38.86,45.66,7.92,33.7
ENST00000667693.1,SNHG5-271,ENSG00000203875.13,13.84,31.43,9.99,41.25,11.85,6.85,6.53,36.8,13.27,8.89,14.6,13.78
ENST00000660949.1,SNHG5-248,ENSG00000203875.13,0.58,0,5.46,2.07,1.08,1.37,1.05,0.97,1.11,1.48,0,0.92
ENST00000669678.1,SNHG5-277,ENSG00000203875.13,0.58,0,4.11,19.89,2.1,1.26,6.13,3.41,4.53,1.32,0,5.04
ENST00000428833.6,SNHG5-206,ENSG00000203875.13,0.8,2.68,1.54,1.51,1.46,1.5,0.25,0,0.69,1.36,1.13,1.02
ENST00000660318.1,SNHG5-246,ENSG00000203875.13,0,0,2.42,2.48,0.86,0.54,1.37,2.92,0.46,0.66,0,1.53
ENST00000670094.1,SNHG5-279,ENSG00000203875.13,22.89,28.53,61.84,61.55,48.15,49.6,27.79,18.89,27.41,44.3,22.08,33.61
ENST00000676637.1,SYNCRIP-207,ENSG00000135316.19,0.68,0.02,1.15,3.35,0,0,0.47,1.82,0.67,0,1.13,0
ENST00000355238.11,SYNCRIP-201,ENSG00000135316.19,0.68,0.02,12.65,5.76,6.68,10.39,9.03,1.82,9.01,12.69,1.13,8.27
ESPRESSO:chr6:25762:35,NA,"ENSG00000203875.13,ENSG00000271793.2",1.59,0.97,3.45,3.43,0.99,1.74,2.41,0.98,2.67,1.32,0,1.46
ESPRESSO:chr6:25762:18,NA,"ENSG00000203875.13,ENSG00000271793.2",0.14,0,0.99,1.35,1.18,0.09,1.79,1.47,0.28,0.99,0,0.46
ESPRESSO:chr6:25768:4,NA,NA,1.3,3.38,0.98,0.73,0.21,0.45,2.74,2.91,0.55,3.62,0.83,0.38
ENST00000369577.8,ZNF292-202,ENSG00000188994.14,1.15,0.73,0.92,0.36,0.61,0.63,1.9,0,0.81,3.56,0,1.78
ENST00000392863.6,SMIM8-204,ENSG00000111850.11,3.63,1.45,0.22,0,4.94,13.94,4.13,1.45,14.43,1.56,0,15.23
ENST00000229570.9,SMIM8-201,ENSG00000111850.11,2.42,0,13.32,6.17,13.07,10.26,22.09,0.24,15.16,17.53,2.92,7.06
ENST00000369552.9,SLC35A1-201,ENSG00000164414.19,0.94,0,9.03,3.78,3.29,3.52,7.6,0,5.41,7.21,0.24,4.87
ESPRESSO:chr6:25785:20,NA,"ENSG00000272514.6,ENSG00000213204.8",0.86,0,0.18,0,0.64,0.63,0.74,0,0.55,0.82,0,0.53
ENST00000369536.10,RARS2-201,ENSG00000146282.19,0,3.53,10.75,23.22,13.76,18.82,9.03,7.43,12.28,11.28,4.72,14.95
ENST00000691634.1,RARS2-247,ENSG00000146282.19,0,3.53,0.65,1.03,1.51,2.32,0.23,2.66,3.71,1.65,0.89,2.43
ESPRESSO:chr6:25786:4,NA,ENSG00000146282.19,0,3.53,3.31,0.91,1.04,1.15,3.33,0.07,0,1.55,4.72,0.36
ENST00000392844.8,ORC3-202,ENSG00000135336.16,26.36,4.96,15.54,14.3,10.94,15.37,7.31,4.49,13.8,7.33,7.65,11.95
ENST00000468486.2,ORC3-203,ENSG00000135336.16,1.14,0,1.78,0.66,0.14,1.74,4.35,0,3.51,1.55,0,1.98
ENST00000257789.4,ORC3-201,ENSG00000135336.16,0.12,4.96,5.08,3.12,10.97,8.72,2.79,4.49,3.15,2.44,7.65,8.35
ESPRESSO:chr6:25787:8,NA,ENSG00000135336.16,0,0,0.72,0.17,0.83,0.82,0.5,0.56,1.24,1.36,0,1.57
ENST00000257787.6,AKIRIN2-201,ENSG00000135334.9,21.62,2.9,9.85,11.79,14.32,23.78,21.66,1.21,23.45,16.17,2.92,13.98
ESPRESSO:chr6:25788:8,NA,ENSG00000135334.9,0,0,1.55,0.3,0.42,0,1.3,1.21,0.78,1.44,0,2.69
ENST00000369485.9,RNGTT-202,ENSG00000111880.16,2.02,0,1.29,0.36,0.75,1.62,1.79,2.91,0.92,1.32,0,0.99
ENST00000369472.1,PNRC1-203,ENSG00000146278.11,1.59,0,46.13,2.78,8.97,7.3,42.55,0,16.49,34.56,2.09,7.84
ENST00000336032.4,PNRC1-201,ENSG00000146278.11,0.58,0.48,0.86,2.54,0.75,2.97,4,0,3.5,1.65,0,0.76
ESPRESSO:chr6:25805:0,NA,NA,0,0,5.02,1.45,0.75,1.35,4.21,0,1.47,0.49,0,0.76
ENST00000452027.3,SRSF12-201,ENSG00000154548.9,0.72,0,0.37,0.36,0.75,4.95,0.95,1.94,2.76,0.33,0,2.06
ENST00000435041.3,UBE2J1-201,ENSG00000198833.7,4.18,4.83,2.14,4.23,5.45,2.4,5.9,1.94,3.13,8.23,7.51,1.45
ENST00000369415.9,RRAGD-202,ENSG00000025039.15,12.39,0.73,16.57,8.93,8.19,11.31,7.81,9.2,11.78,7.38,3.47,11.07
ESPRESSO:chr6:25813:14,NA,ENSG00000025039.15,0.58,0,1.69,0.62,0.67,2.02,1.98,0,0.39,0.35,0,2.33
ENST00000523377.2,LYRM2-208,ENSG00000083099.11,5.55,4.06,11.38,6.08,9.26,5.65,10.84,4.69,6.46,4.5,4.17,8.07
ENST00000520318.1,LYRM2-203,ENSG00000083099.11,1.65,0,2.12,1.27,2.58,1.99,2.49,0,3.27,0.99,0,1.37
ENST00000700642.1,MDN1-207,ENSG00000112159.13,3.38,0,0,0.44,2.29,0.19,3.09,1.44,2.57,2.14,5.84,4.5
ENST00000700640.1,MDN1-205,ENSG00000112159.13,0,0,3.88,0.44,2.29,3.75,1.54,1.44,2.57,2.14,5.84,0
ESPRESSO:chr6:25816:3,NA,NA,9.37,4.83,10.54,19.72,18.58,9.01,10.53,10.17,6.63,6.09,6.67,11.35
ESPRESSO:chr6:25817:9,NA,ENSG00000118412.13,0.53,3.18,0.37,0.56,1.42,0.54,0.79,0.16,1.47,0.66,0,0.7
ENST00000369332.7,MAP3K7-205,ENSG00000135341.19,3.81,0.16,0.69,1.12,0.47,5.16,1.58,0,3.51,3.73,0,4.86
ENST00000479630.1,MAP3K7-206,ENSG00000135341.19,0.95,0.16,2.11,0,1.58,0.81,0.84,1.94,1.87,0.44,2.09,0.1
ENST00000369329.8,MAP3K7-204,ENSG00000135341.19,0,0.16,5.96,0.01,2.35,1.43,8.61,0,2.73,4.23,0,1.46
ESPRESSO:chr6:25823:19,NA,ENSG00000135341.19,0,0.16,4.66,2.16,3.77,0.17,4.23,0,3.35,1.24,1.25,2.59
ENST00000681532.1,EPHA7-217,ENSG00000135333.15,0.86,0.48,0.37,1.96,1.07,1.89,0,2.42,2.86,0.16,0,3.49
ESPRESSO:chr6:25848:6,NA,NA,2.88,2.42,0.8,0.36,0.21,1.35,2,4.84,1.2,2.63,13.76,1.45
ESPRESSO:chr6:25848:5,NA,NA,1.73,2.42,0.74,0.48,0.43,1.89,2,4.84,0.92,3.62,10.84,1.22
ESPRESSO:chr6:25848:9,NA,NA,3.03,3.38,0.8,0.48,0.43,0.36,1.79,7.26,1.01,0.82,2.09,0.46
ESPRESSO:chr6:25849:2,NA,NA,1.73,2.42,0.74,0.48,0.43,1.89,2,4.84,0.92,3.62,10.84,1.22
ESPRESSO:chr6:25849:3,NA,NA,2.88,2.42,0.8,0.36,0.21,1.35,2,4.84,1.2,2.63,13.76,1.45
ESPRESSO:chr6:25849:6,NA,NA,3.03,3.38,0.8,0.48,0.43,0.36,1.79,7.26,1.01,0.82,2.09,0.46
ENST00000369293.6,MANEA-202,ENSG00000172469.17,0.72,0.97,0.74,0.73,0.64,0.81,0,5.33,0.83,0,0,0.53
ENST00000461673.1,UFL1-202,ENSG00000014123.10,2.59,6.77,5.15,6.77,10.79,6.39,2.63,6.78,2.86,13.33,5.84,5.48
ENST00000686709.1,UFL1-AS1-206,ENSG00000233797.4,1.3,0,0.49,0.97,0.21,0.27,1.16,0,0.74,0.49,0.83,0.53
ENST00000369278.5,UFL1-201,ENSG00000014123.10,3.03,1.93,4.04,3.02,4.59,5.4,3.26,3.39,3.69,2.96,3.75,3.73
ESPRESSO:chr6:25854:9,NA,NA,1.3,0,0.67,0.6,0.11,0.63,1.16,0,0.55,1.48,5.42,0.38
ENST00000450218.6,FHL5-202,ENSG00000112214.11,0,0,1.23,3.39,0.11,2.16,21.27,0,0.37,2.3,0,1.43
ENST00000316149.8,NDUFAF4-201,ENSG00000123545.6,25.51,1.93,49.05,26.96,42.61,56.63,69.7,10.17,68.9,60.38,13.35,77.5
ENST00000478382.1,NDUFAF4-202,ENSG00000123545.6,4.9,5.32,5.15,4.23,2.99,4.05,7.27,11.14,7.65,6.25,0.42,6.09
ESPRESSO:chr6:25862:4,NA,ENSG00000123545.6,3.03,0,1.42,3.16,2.46,6.87,3.08,6.78,4.7,3.81,2.09,3.97
ENST00000369261.9,KLHL32-202,ENSG00000186231.17,2.02,2.9,10.59,0,4.48,2.43,3.53,0.24,2.57,2.3,0,2.82
ENST00000659424.1,ENST00000659424,ENSG00000271860.9,0.16,0,0.25,0.01,1.44,1.18,2.61,0,1.04,1.39,0,1.44
ENST00000667070.1,ENST00000667070,ENSG00000271860.9,0.16,0,0.12,0.01,1.16,1.53,1.7,2.42,0.35,4.16,0.83,0.77
ENST00000659134.2,ENST00000659134,ENSG00000271860.9,1.01,0,0.55,0.01,0.22,1.44,1.16,0.48,0.37,0.66,1.67,0.46
ENST00000369244.7,FBXL4-202,ENSG00000112234.9,4.32,0.85,3.19,1.36,2.46,1.44,2.94,0.24,0,5.32,0.97,1.52
ENST00000229971.2,FBXL4-201,ENSG00000112234.9,0,0.85,1.59,1.36,0.5,1.53,3.28,0.24,5.23,0.59,0.97,3.04
ESPRESSO:chr6:25871:11,NA,ENSG00000112234.9,0,0.85,0.77,0,0.52,0,0,0.24,1.31,0.51,0.97,1.23
ENST00000389677.6,FAXC-201,ENSG00000146267.12,4.7,0,0.33,0.03,4.68,7.89,2.24,9.44,7.3,3.43,14.7,6.68
ESPRESSO:chr6:25875:9,NA,ENSG00000146267.12,3.75,8.66,0.65,0.03,0,2.7,0,9.44,1.66,0,1.49,0.84
ESPRESSO:chr6:25875:7,NA,ENSG00000146267.12,0.82,5.77,0,0.03,1.97,4.26,0.23,0,1.92,1,0.01,1.47
ENST00000254759.8,COQ3-201,ENSG00000132423.12,14.41,9.67,6.27,3.7,14.21,19.91,8.28,7.26,27.79,8.57,0.35,14.75
ESPRESSO:chr6:25876:12,NA,ENSG00000132423.12,2.26,0,1.3,0.2,1.27,3.28,2.82,0,4.49,2.14,0.35,5.12
ESPRESSO:chr6:25876:13,NA,ENSG00000132423.12,1.63,0,0.07,0,1.47,1.28,2,0,3.81,0,0,2.44
ENST00000452647.3,TSTD3-201,ENSG00000279170.3,3.32,0.24,0.47,3.02,1.41,1.02,0.11,1.94,1.52,1.65,0.63,3.77
ENST00000523541.1,CCNC-213,ENSG00000112237.13,3.03,0,1.53,1.69,3.74,16.12,4.63,0,3.04,1.15,0,2.44
ENST00000460600.1,PNISR-203,ENSG00000132424.17,0.72,0,2.45,1.33,5.23,3.87,4.84,1.94,3.69,4.77,3.34,2.59
ENST00000369239.10,PNISR-201,ENSG00000132424.17,1.03,6.91,11.58,0,17.5,10.5,22.3,6.85,49.19,64.07,35.36,9.42
ENST00000329966.10,USP45-202,ENSG00000123552.18,0.72,0,2.49,0.87,5.56,3.14,3.85,0,2.12,2.16,0,0.76
ENST00000520429.6,CCNC-210,ENSG00000112237.13,0.66,0,5.11,3.71,4.19,3.42,9.87,0,5.99,3.46,0,6.31
ENST00000438806.5,PNISR-202,ENSG00000132424.17,13.29,2.07,4.02,0.01,15.8,0,14.89,0,1.09,20.11,5.63,4.99
ENST00000498075.1,PNISR-210,ENSG00000132424.17,1.24,0,2.79,0,0.68,4.76,0,0.11,1.15,1.23,0,0.83
ENST00000681615.1,PNISR-214,ENSG00000132424.17,10.87,26.22,14.04,24.84,24.92,36.57,21.98,0,28.43,35.87,12.92,10.75
ENST00000518714.5,CCNC-207,ENSG00000112237.13,0.4,0,2.14,1.49,1.25,0.63,1.39,0.48,1.47,1.65,0,0.32
ENST00000623858.2,TSTD3-203,ENSG00000279170.3,1.06,0,1.08,1.55,0,0,0.36,1.94,0.92,0,0,0.7
ESPRESSO:chr6:25877:68,NA,ENSG00000132424.17,0.38,0,1.13,2.62,2.53,4.11,6.28,11.28,3.78,3.7,0,4.53
ESPRESSO:chr6:25877:71,NA,ENSG00000132424.17,46.79,78.08,10.74,45.3,47.7,11.96,26.61,73.01,0,0,77.42,33.8
ESPRESSO:chr6:25877:21,NA,ENSG00000132424.17,0,0,0.6,0.78,0.62,2.02,1.61,0.01,0,0,3.02,0.75
ESPRESSO:chr6:25877:28,NA,ENSG00000132424.17,0.96,4.65,0.66,1.91,3.03,0.34,2.61,1.69,1.88,3.18,3.47,1.24
ESPRESSO:chr6:25877:67,NA,ENSG00000132424.17,10.14,1.13,1.48,0,0,3.4,6.49,26.02,7.1,6.41,1.29,4.47
ESPRESSO:chr6:25877:46,NA,ENSG00000132424.17,0.13,0.33,0.3,1.83,0.79,0,2.41,1.48,1.34,0,1.43,0.9
ESPRESSO:chr6:25877:59,NA,ENSG00000279170.3,4.19,0.72,1.27,8.04,6.72,0,1.84,3.39,2.59,3.11,0,0.1
ESPRESSO:chr6:25877:70,NA,ENSG00000132424.17,0,3.63,3.11,12.5,13.82,2.55,9.74,0,2.85,4.72,47.41,5.2
ENST00000518006.1,ASCC3-206,ENSG00000112249.14,0.72,1.45,0.74,0.73,0.85,1.08,1.58,1.45,1.57,1.98,0,0.84
ESPRESSO:chr6:25884:7,NA,ENSG00000112249.14,0.43,0,4.47,1.09,1.92,4.95,4.95,1.94,4.97,2.63,0,2.36
ESPRESSO:chr6:25884:6,NA,ENSG00000112249.14,0,0.97,0.06,0,0.53,0.45,1.47,0,0.92,1.81,1.25,1.07
ESPRESSO:chr6:25891:5,NA,NA,0,3.87,0.98,0,0.43,0,2.84,2.42,1.57,0.66,0,1.14
ESPRESSO:chr6:25892:3,NA,NA,0,3.87,0.98,0,0.43,0,2.84,2.42,1.57,0.66,0,1.14
ENST00000262903.9,HACE1-201,ENSG00000085382.12,1.3,0,0,0.34,1.98,2.34,2.74,5.33,0,2.63,0,1.92
ENST00000474760.1,POPDC3-203,ENSG00000132429.10,0.86,0,6.77,0,1.88,3.6,2.96,0,2.24,1.26,0,2.02
ENST00000429112.1,POPDC3-202,ENSG00000132429.10,0,0.48,0.98,0,1.71,4.95,0.42,0,1.75,2.14,1.67,3.27
ENST00000254765.4,POPDC3-201,ENSG00000132429.10,1.15,0.97,8.18,0.24,1.11,7.84,3.36,0,6.15,0.72,0.42,4.64
ESPRESSO:chr6:25900:5,NA,ENSG00000132429.10,2.02,0,2.21,0.12,0.85,2.07,0.74,0,1.01,0.99,0,1.4
ENST00000652536.2,PREP-203,ENSG00000085377.15,8.07,0.97,1.53,2.9,4.91,13.24,5.27,0.48,8.02,2.3,2.09,6.32
ENST00000663354.2,ENST00000663354,ENSG00000286084.3,0.94,1.45,0,0,0,4.5,0.53,0.24,0.97,0.08,1.04,1.47
ESPRESSO:chr6:25901:9,NA,ENSG00000286084.3,0.94,1.45,0,0,1.5,0,0.53,0.24,0.97,0.08,1.04,1.96
ENST00000369076.8,ATG5-204,ENSG00000057663.16,1.1,1.09,4.71,5.28,2.01,5.52,9.13,0,8.63,2.41,1.04,5.46
ENST00000635758.2,ATG5-208,ENSG00000057663.16,0.89,0.54,0,0.56,2.47,0,0,1.45,0,0.6,0.52,1.27
ENST00000369070.5,ATG5-203,ENSG00000057663.16,0.89,0.54,6.85,0.56,2.47,7.53,3.61,1.45,5.82,0.6,0.52,1.27
ENST00000498091.1,RTN4IP1-203,ENSG00000130347.13,13.12,18.86,1.35,3.14,10.04,0.81,6.11,9.2,5.16,6.42,23.35,4.26
ENST00000369063.8,RTN4IP1-201,ENSG00000130347.13,36.3,21.76,7.66,6.89,12.6,16.57,7.27,40.19,23.08,4.64,38.37,20.81
ESPRESSO:chr6:25908:18,NA,ENSG00000130347.13,1.02,1.45,0.92,0,0.53,0.36,0.53,1.94,2.7,0,4.59,2.51
ENST00000369046.8,QRSL1-202,ENSG00000130348.11,1.73,0.32,5.39,1.81,5.23,2.67,7.11,1.62,3.68,3.29,0,5.03
ENST00000606017.2,CD24-201,ENSG00000272398.6,0.58,0,0.06,0.48,0,0.72,5.69,0,2.3,5.1,0,1.52
ENST00000311381.8,MTRES1-201,ENSG00000130349.10,47.75,29.74,38.22,23.1,69.27,55.33,57.51,28.44,67.41,40.57,24.85,55.96
ESPRESSO:chr6:25913:21,NA,ENSG00000130349.10,3.03,0,1.03,1.17,1.62,0.13,1.99,0,1.15,2.17,0,1.15
ESPRESSO:chr6:25913:14,NA,ENSG00000130349.10,2.17,0,0.27,1.2,1.32,2.71,2.81,0,1.45,0,1.87,0.34
ESPRESSO:chr6:25913:20,NA,ENSG00000130349.10,1.09,0.73,3.78,0.15,4.31,2.23,4.27,1.94,6.2,1.47,4.98,4.03
ENST00000369031.4,PDSS2-201,ENSG00000164494.12,2.88,0,3.13,1.09,3.86,1.63,1.12,2.42,0.88,2.53,0,1.22
ESPRESSO:chr6:25917:21,NA,ENSG00000112320.12,3.12,1.45,0.43,0,1.01,0.4,1.32,0.07,2.44,0.99,10.84,0.86
ENST00000459782.1,SEC63-204,ENSG00000025796.14,0,1.54,1.02,2.28,0.97,0.86,0.62,2.67,0.72,1.83,2.71,1.33
ENST00000369002.9,SEC63-201,ENSG00000025796.14,20.47,6.68,18.85,11.28,11.1,13.66,11.98,7.98,9.41,14.16,2.71,14.36
ENST00000193322.8,OSTM1-201,ENSG00000081087.16,0,0.24,0.5,0.73,1.17,0.9,1.79,0,1.25,1.65,0,0.91
ENST00000368986.9,NR2E1-202,ENSG00000112333.12,0.43,0.97,0.25,0,1.6,0.99,1.58,0,0.92,4.44,0,0.53
ENST00000349379.5,SNX3-202,ENSG00000112335.15,0.15,0,3.06,0.74,3.82,4.92,5.62,0.54,2.63,4.31,0,3.6
ENST00000230085.13,SNX3-201,ENSG00000112335.15,36.86,5.8,81.74,37.16,76.39,101.89,144.11,22.83,126.85,80.56,9.59,97.6
ESPRESSO:chr6:25926:9,NA,ENSG00000112335.15,0.18,0,1.2,0.98,0.79,1.45,1.91,2.3,1.84,0.57,0,0.73
ENST00000368977.9,AFG1L-201,ENSG00000135537.17,0.19,0,1.59,2.54,1.5,0.25,0.11,0.16,2.12,1.15,0.42,2.06
ENST00000406360.2,FOXO3-202,ENSG00000118689.15,0.14,0.48,1.1,0.24,0,1.35,1.05,0,0.64,0.82,0,0.91
ENST00000392644.9,ARMC2-203,ENSG00000118690.13,0.12,0.03,0.31,0.48,0.96,1.11,2.21,1.94,1.18,1.48,0,1.95
ENST00000436639.7,SESN1-204,ENSG00000080546.14,0,0.48,0,4.03,0.87,4.81,8.77,0.48,2.93,10.7,0,0
ENST00000356644.7,SESN1-202,ENSG00000080546.14,12.97,0.48,7.6,8.06,7.79,20.05,2.39,0.48,16.97,0,0,18.2
ENST00000310786.10,CD164-202,ENSG00000135535.17,0.43,0.24,23.68,14.71,8.82,6.58,25.49,0,7.29,15.23,0,3.35
ENST00000258052.8,SMPD2-201,ENSG00000135587.9,2.4,0.36,1.04,4.12,1.27,1.02,0.65,0.82,2.64,1.81,3.54,0.83
ENST00000521072.7,PPIL6-207,ENSG00000185250.16,8.07,9.67,0,0.57,0.58,0.5,1.04,1.61,1.03,1.71,0.77,0
ENST00000424445.6,PPIL6-202,ENSG00000185250.16,0,0,0,1.12,2.9,0.5,0.83,1.61,1.03,0,0.77,0
ENST00000458487.1,SMPD2-203,ENSG00000135587.9,1.2,0,0.31,2.18,0.23,1.12,1.47,1.09,0.92,0,0,0.46
ESPRESSO:chr6:25940:9,NA,ENSG00000185250.16,1.15,0,0,0,0,0.5,0.83,1.61,0.06,2.57,0.77,1.27
ESPRESSO:chr6:25940:15,NA,ENSG00000135587.9,0,0.36,0,0.77,0,0.45,2.38,0.82,1.83,0.36,3.54,0.62
ENST00000358807.8,MICAL1-202,ENSG00000135596.18,3.67,5.6,5.21,22.67,16.05,10.07,29.29,8.41,12.68,1.62,17.53,10.16
ESPRESSO:chr6:25941:5,NA,ENSG00000135596.18,3.67,5.6,0,0.59,3.94,0,0,8.41,4.43,5.71,1.24,0.83
ESPRESSO:chr6:25941:4,NA,ENSG00000135596.18,3.67,5.6,0,0.59,3.94,0,0,8.41,0,5.71,1.24,4.23
ESPRESSO:chr6:25941:3,NA,ENSG00000135596.18,1.02,0.04,0,1.92,1.52,1.14,0.61,0.02,1.87,1.45,0,0
ENST00000675954.1,FIG4-254,ENSG00000112367.12,0,0,1.53,0.99,1.69,4.05,3.19,0.12,6.94,1.76,0,7.42
ENST00000230124.8,FIG4-201,ENSG00000112367.12,22.7,4.31,6.99,3.87,11.61,19.17,12.45,3.49,17.52,14.35,0.11,13.38
ENST00000674657.1,FIG4-217,ENSG00000112367.12,3.93,4.31,0.78,0.23,0,4.54,0.65,3.49,2.93,0,8.92,3.5
ENST00000674573.1,FIG4-211,ENSG00000112367.12,15.85,6.77,2.14,3.02,3.95,6.67,5.16,9.68,9.03,3.62,9.17,11.57
ENST00000392587.6,WASF1-205,ENSG00000112290.13,8.92,8.3,4.44,2.42,12.14,25.99,13.82,8.1,37.17,3.88,5.41,26.59
ESPRESSO:chr6:25945:7,NA,ENSG00000112290.13,2.24,0.02,0,0,1.18,4.6,3.8,2.51,1.84,1.72,5.41,6.16
ENST00000431461.1,CDC40-204,ENSG00000168438.15,2.2,1.98,0,0.62,1.68,0,0.33,1.94,1.21,0.19,0.52,0
ENST00000307731.2,CDC40-201,ENSG00000168438.15,11.35,5.27,3.63,8.57,4.08,13.4,7.54,8.72,8.52,2.82,3.65,9.24
ENST00000368911.8,CDK19-202,ENSG00000155111.15,1.57,0.24,4.15,1.81,2.11,2.14,1.35,2.11,1.32,2.96,5.84,3.2
ENST00000368885.8,AMD1-204,ENSG00000123505.19,3.89,0.27,36.46,2.01,7.68,13.47,14.03,0,15.55,10.54,1.53,15.15
ENST00000368882.8,AMD1-203,ENSG00000123505.19,3.89,0.27,36.46,2.01,7.68,13.47,14.03,0,15.55,10.54,1.53,15.15
ENST00000480191.1,GTF3C6-202,ENSG00000155115.7,0.93,0,0.85,1.49,2.36,0.31,0.73,0,0.45,0.19,0,1.37
ENST00000329970.8,GTF3C6-201,ENSG00000155115.7,134.81,32.01,159.67,105.46,208.28,137.7,198.3,78.29,166.13,207.15,29.99,137.5
ESPRESSO:chr6:25959:14,NA,ENSG00000155115.7,0.47,0,1.3,1.05,1.49,0.48,0.56,0,1.08,1.21,0,0.5
ESPRESSO:chr6:25959:17,NA,ENSG00000155115.7,2.26,0,2.74,3.63,4.02,4.39,4.92,0,3.86,5.97,1.71,4.42
ESPRESSO:chr6:25959:15,NA,ENSG00000155115.7,3.01,0.92,3.68,2.57,4.52,2.09,4.56,0.8,3.41,4.05,0,2.95
ESPRESSO:chr6:25959:16,NA,ENSG00000155115.7,1.31,0.92,1.58,0.9,2.24,1.36,1.85,0.8,1.35,3.65,0,1.66
